Tweet Number,Tweet,Sentiment
274,No president in history has done so much to stop human #trafficking and #sextrafficking as #Trump has done. Biden aims to reverse all that Trump has done for human right in regards to this. A vote for #biden is a vote for child sex trafficking and modern day human #slavery.,Negative
275,I am very proud to be a Michigander right now. #Biden #Biden2020 #BidenHarris2020 #Michigan https://t.co/v7xPb5YNN5,Positive
276,#congratulations #Americans #Election2020 #JoeBiden #KamalaHarris  💜🥳 https://t.co/lLrRY5mu2o,Positive
277,BREAKING: Early indications show Donald J. Trump is set to WIN an historic second term. More to follow...  #biden #Biden2020 #Trump2020 #trump #TrumpIsCompromised https://t.co/8Bn8vS0EjP,Negative
278,#Elections2020 #BidenPresident #biden on the brink with an extraordinary lack of Democratic political coupe attempts of the President Trump @realDonaldTrump https://t.co/yQZDRAqNWB,Negative
279,Who did your state pick? Mine went red. 😒 #VoteTrumpToSaveAmerica #Vote2020 #Trump2020 #Trump #BidenHarris2020 #Biden2020 #Biden #ElectionNight #ElectionDay #Election2020 #Elections2020 #elections #PresidentialElection2020 #postelection,Neutral
280,BREAKING: Joe Biden elected the next President of the United States. Kamala Harris elected the first female Vice President. [@CNN projection]  #JoeBiden #bidenharis2020 #USElectionResults2020 #hafizabadwelcomespmik,Positive
281,Who will WIN ? #Elections2020 #ElectionDay #USElections2020 #USElection #Trump2020 #JoeBiden #USAElections2020 @realDonaldTrump @JoeBiden,Neutral
282,I'm all settled at home now. Watching @JoeBiden on @ABC! #JoeBidenTownHall #JoeBidenKamalaHarris2020 #JoeBiden #YourVoiceYourVote,Positive
283,@JoeBiden You kicked his ass! #VoteHimOut2020 #BidenHarrisLandslide2020 #VoteBlue2020 #EndTheNightmare #EnoughIsEnough #Biden,Negative
284,"Healing #USA is happening as #JoeBiden heading towards win.#USElection  India too needs healing because #IndianEconomy is collapsed,#AtrocitiesAgainstDalits goes high,#Minorities are targeted &amp;total unrest since govt is focusing more on religious hegemony. https://t.co/ZksQHlPaLp",Positive
285,"@EricTrump @realDonaldTrump He didn't need to ""file"" a room to win.  America voted &amp; it wasn't for him. Yah lost...deal with it. #2020Elections #Biden #ByeByeTrump https://t.co/BhZ1C0RiWX",Negative
286,Did #Biden really just suggest that most blacks are on food stamps?  Really?? 🤦🏽‍♂️ #Debates2020 #PresidentialDebate2020 #crowdermania,Negative
287,Congratulation! I am so happy that I can use my Mainland Travel Permit to USA in the future. REALLY CONVENIENTTTT!!! #Election2020 #CCP #JoeBiden https://t.co/uoP7Y85FPs,Positive
288,"If Susan Rice unmasked Michael Flynn, she illegitimately assumed an authority that belongs to the FBI, CIA, and NSA. https://t.co/noI6UgqEYL  #OBAMA AND JOE #BIDEN ADMINISTRATION",Negative
289,What a speech by President #JoeBiden . Long live #BidenHarris . Long live #America .  WORLD IS OURS!🇺🇸💙,Positive
290,@montie If #Biden wins &amp; DNC end up with control of Congress &amp; Senate do you think DNC will still play nice? Or will they take a leaf out of #GOP book &amp; try to cripple political opponents? Voter reform law maybe? Why not change Constitution if they don't trust the Court?,Neutral
291,"What are they, 5 years old? Unbelievable! And yet, so utterly believable 😡  #GOP #Trump #Biden https://t.co/1UVILwo1tA",Negative
292,"lemme give #PSA to us all. THERE IS NO GETTING AROUND #SARSCoV2 . Not #TRUMP. NOT #BIDEN. GET OUT THERE,, ACCEPT U WILL GET IT AND BUILD UP YA IMMUNE SYSTEM YALL. THERE I SAID IT. Sorry. So sorry break that to us all.",Negative
293,@rosie Hope moves back Home in America! #WithBidenWeCan  #JoeBiden #KamalaHarris 😷🇺🇸,Positive
294,"@TomiLahren  I DARE PEOPLE TO ADMIT THE TRUTH! You Voted for Biden, only to get rid of Trump. psst we would have voted for whoever was running against Trump #vote  #VoteHimOut2020 #Biden #Trump #ElectionResults2020 #CountEveryLegalVote #ADMITTHETRUTH",Negative
295,"We Fought #Trump, Time to Fight #Biden Too | Left Voice https://t.co/hpDpJuGR1x",Negative
296,"""#Biden wants more #pods"" #PodsForPods should be his campaign slogan Trump is wrong about a lot of things, but #NYC is indeed a ghost town, &amp; #plexiglass &amp; #Masks forever will not solve anything",Negative
297,"@justgeorgeous2 @realDonaldTrump Also...isn't Donnie the one tearing down Obamacare? @realDonaldTrump you're a liar. Love from Australia.  Oh, almost forgot ... #BidenHarrisToSaveAmerica Go #Biden! Watching from down under &amp; hope U win 🌹",Positive
298,@WKnow83 @HTodd01 @gatewaypundit Watch the video. #Biden bus recklessly and dangerously HOGS two lanes.,Neutral
299,"@JoeBiden Patrice Motsepe lied, we as Africans do not love @realDonaldTrump. #JoeBiden #JoeBidenKamalaHarris2020",Positive
300,This must be what #Biden has cuz sometimes he is an out of touch AHOLE &amp; sometimes he is a racist lying Bankster living JerkWad https://t.co/BxijrsgJmE,Negative
301,"#Trump2020 all the way!!! ❤️🇺🇸. #MAGA #KAG2020. Bye bye, #Biden. https://t.co/EEbu5Hk9G0",Negative
302,Oh🥺🤭 Demo-cats 🥺 I’m loving this ... #Biden https://t.co/VcI7qOm5lL,Positive
303,There is only ONE hanging Chad in its true definition in this race for the President ...and it ain't #JoeBiden 😒,Neutral
304,I bet is Pennsylvania will put #Biden over the top.,Positive
305,"Me, A #Asian, learning that #JoeBiden is #projected to #beat #Trump #Election2020 #BidenHarris2020 #ByeByeTrump #Brooklynninenine #PresidentElectJoe https://t.co/HHCg4uDRhr",Positive
306,quran ________  #america  #France #macron #corona #Buddha #Technique #Trump #Biden #India #Chine #Korea #Britain #Australia #NewYork #book #food #fifa #store #atheist #Catholic #coffee #flower #drawing #Japan #Japan #match  #Jesus #music #makeup  #dress #School https://t.co/bk2K0rvhvL,Neutral
307,#EDWARDSNOWDEN Persecuted By #BIDEN! https://t.co/UcFYTgFe0V #VoteGreen2020,Negative
308,Poseidon STILL ridin' with #Biden! https://t.co/dWN98OTGEC,Positive
309,New Shirt #tshirt #hoodie #socks #clothing #forsale #china #usa #teespring #covid_19 #socialdistancing #localartist #trump #biden #pandemic #medical https://t.co/zdDbLjCuCr https://t.co/rgOAYEbood,Neutral
310,"#JoeBidenTownHall Fact: Joe Biden is on video claiming Trump told people to ""inject Bleach"". Joe Biden is a liar. Don't be #JoeBiden, and don't vote @JoeBiden",Negative
311,The fact that I no longer have to spend my days thinking of Tr*mp in any capacity makes me oh so happy! #JoeBiden #PresidentElectJoe #USElectionResults2020,Positive
312,Democrats think they are entitled to the black vote... #BidenTownHall #IVotedEarly #VOTE #VoteReady #Democrats #BidenHarris #Biden #2020Election https://t.co/4KLuTmYKMm,Negative
313,"Honestly, this is the funniest sh*t I've seen so far this the beginning of #Election2020  Trump haters are on a different level 🤣  #ElectionResults2020 #TrumpMeltdown #Biden https://t.co/X5EEqcCNNB",Positive
314,@kayleighmcenany @realDonaldTrump I love the USA. So I'm all in for #JoeBiden  And I already cast my straight blue ticket.,Positive
315,President-Elect Joe #Biden: Official Transition Website https://t.co/r4VtdwMF1c,Positive
316,“Joe had the audacity to select a Black woman.” - #KamalaHarris  It was at this action that I became a #JoeBiden fan and believer!!! Dare to lead!! Dare to break ceilings!! Dare to make history with us!!🙌🏽✨✨✨✨ https://t.co/Qy9pPYEHVZ,Positive
317,my boy for #halloween2020 #joebiden  for #vote #vote2020 #VoteEarly 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🎃🎃🇺🇸🇺🇸🇺🇸 #ElectionDay2020  #VoteEarlyDay #Halloween https://t.co/tsI3sFZTDX,Positive
318,"Good speech #JoeBiden , good writer there, however he looks like he can barely read it off a screen, lest that he actually came up with those words",Negative
319,Chinese Yuan rises to two year high ahead of a possible #biden win.  #forex #Biden2020 #USElections https://t.co/o97MjMwIXH,Neutral
320,I am embarrassed for Biden supporters after this debate! #BidenTownHall #DebateTonight #debate #Biden #Trump2020LandslideVictory,Negative
321,i m very curious .... Can anyone tell me how much days US take to count all the votes and how much time they need to declared a winner. #USAElections2020 #USElection #DonaldTrump #Biden,Neutral
322,See my statement on the 2020 US #ElectionResults. https://t.co/Qd2cmfdcU1  #POTUS #PresidentialElection #JoeBiden #DonaldTrump #GAsen https://t.co/SXBStiKci4,Neutral
323,@_404_not_here_ @Independent #Biden wont be in the seat long !! When the first thing he will do is ban guns WHICH IS A GOOD THING ...,Negative
324,"Michigan 16 electoral votes 96% reporting 49.5% 2,582,381 49% 2,553,915  Biden takes lead over Trump in Michigan #Biden #AmericaDecides2020 #USElections",Positive
325,"Is it too late for #Biden to fire #KamalaHarris? I mean, he kept his promise to run with an #AfricanAmerican woman, &amp; not even he could really want her a heartbeat away. Could he? #BidenAdministration #TransitionProblems #politics #Election2020 #Democrats",Negative
326,Joe Biden will be the 46th elected President of USA. May be good news for Indian IT sector but may not good for India as NATION. #History  #BidenHarris2020 #JoeBiden,Neutral
327,#Biden is still UNFIT to be President.,Negative
328,Waiting for this  UPA: 284 NDA: 214    #JoeBiden,Neutral
329,I was going to work in Philly today and I snapped this pick outside of the voting commission. Joe Biden is really stealing this election smh #Election2020 #Biden #Trump https://t.co/dJvkoFoX0v,Negative
330,I’ve got so much anxiety about tomorrow. Things are gonna get even worse in this country. #anxious #VoteLikeYourLifeDependsOnIt #vote #Biden #BidenHarris2020,Negative
331,"#MAGA in a nuts*ck, oops I mean nutshell. 😉  Goodbye 👋 Don, hello #Biden. Can't come soon enough. https://t.co/ZoyMe6BWVR",Positive
332,@JoeBiden showing up at the @WhiteHouse January 20th #2020Election #2020PresidentialElection  #Election2020 #JoeBiden #KamalaHarrisVP #Decision2020 https://t.co/K8EkxfrvQ3,Positive
333,@washingtonpost If you're voting for Biden watch this #JoeBiden #JOEBIDEN2020 #joe #BidenHarris2020 #democrats https://t.co/liTupIRJrE,Negative
334,#trump #biden #2020election #2020TrumpLandslide,Neutral
335,_  #MSM ... aka #FakeNews ...  STOP FEEDING LIES TO THE #AMERICAN PEOPLE.  #JOEBIDEN IS NOT AMERICA'S PRESIDENT.,Negative
336,As i already predicted @AstrologerHEMA1 congratulations #JoeBiden #KamalaHarris #AmericaElection #USElectionResults2020 @hemaastrologycentre #youtubechannel.... https://t.co/FpnVeCLTA6,Positive
337,One last push! Ball to the wall #DemCastPA #wtpsenate #wtpBlue #wtpBiden #BLM #MSNBC #Resist #DumpTrump #TeamJustice #BidenHarris #BlueWave #JoeBiden #JoeBidenKamalaHarris. #wtpsenate #voteblue #wtpBlue #DemVoice1 https://t.co/jjZ3lHhvXl,Positive
338,Say No to a savage president! Joao Felix #KickNanaOut #AmericaDecides2020 Oyarifa Ghana #ATALIV #AlyGoni Akua Donkor #GOT7𓅪 #Gomora Atlanta #ElectionDay2020 #Election2020 Kwame #ElectionNight #VoteHimOut #YLounge #Vote2020 #Biden Champions League #WeAreWoke Shaktar adenta https://t.co/JpSvbImM8F,Negative
339,We have to give #Trump and his supporters a little bit of a break.  Can’t expect people who don’t believe in science to believe in math. 🤷🏻‍♀️  #PresidentBiden #PresidentElectJoe #JoeBiden #DonaldTrump #Philadelphia #bidenharis2020 #Biden #TrumpIsPathetic #GoodbyeTrump #tomilahren,Negative
340,"@TeamTrump #BIDEN FOR OUR NEXT PRESIDENT! Guys the CON MAN gotta go, and how do we do that? By voting so run to the poles don’t forget your mask be safe. https://t.co/9MRQ31N1HY",Positive
341,"OK, ladies and gentlemen. Your predictions. Who will be inaugurated as the #POTUS in January? I'm not asking who you're supporting or who you want to win. I'm asking who you THINK will be the one to be sworn in on January 20, 2021. #Trump #Biden #Harris #Pence",Neutral
342,#KristinWelker needs to stop trying to cut #Trump off while allowing #Biden to speak without objection. The double standard is glaring. #Debatenight #nashvilledebate #Debate2020,Negative
343,"#Trump, #Biden lawyer up, brace for White House #legal battle : https://t.co/VsAY7ULuJD via @AOL",Neutral
344,"@IngrahamAngle @MZHemingway An examination of how one of our earliest political parties went from a laissez faire, limited government ideology to one of Marxist rooted, Statist Collectivism. #2020election #DemocratParty #Marxism #Statism #Collectivism #Biden #KamalaHarris https://t.co/rIfeOSKNap",Neutral
345,This was During 2016 #Election-#DNC lawyers justified the party’s right to select candidates through “#backroomdeals and tip the scale for the #establishment’s preferred primary candidate(#Hillary/#Biden). Read more at https://t.co/eXz21HmL5c https://t.co/X7uoExOoy1 https://t.co/ypDhdKvtVG,Negative
346,Donald #Trump is losing to Joe #Biden with seniors in 3 key swing states  #VoteBidenHarris2020  #VoteEarly  https://t.co/wkN1jOC5uN,Positive
347,y’all should get my fancam to 1k views tbh #trump #biden #IVotedBidenHarris,Neutral
348,"The third wave Hunter Biden’s Time: May 26, 2014 at 2:51PM Vadim Pozharskyi emailed Hunter Biden to check his entourage for the Kazakhstan trip.  #Biden #Hunterbiden  #TakeDownTheCCP #ChineseCommunistParty https://t.co/LWHe1txJtx",Neutral
349,#Biden / I too believe this was a cry for help not a lapse of memory! https://t.co/qrriVJIQkq,Negative
350,@JofraArcher has some serious power in predicting; How will I perform in my CA exams bro? :D😅😂 #icaiexam #icaiexams #icai #PresidentElectJoe #JoeBiden #USElectionResults2020 https://t.co/HecaVqd0An,Neutral
351,#trump legal team set to fight  #Election2020 ... #JoeBiden #gop #Trump2020 #bidenharis2020 #MAGAts https://t.co/nZlN9fnN9g,Negative
352,#Vanjones gets emotional on #CNN — He says what a lot of people are thinking 💯🙌🏽🙌🏽 #JoeBiden #KamalaHarris https://t.co/dEZAZYwo8z,Positive
353,Why can't Trump go to the White House?  Because its FOR BIDEN  #TrumpTantrum #bidenharis2020 #Biden #trump,Positive
354,"@ali @KylieJaneKremer @debostic NC Political Statistic  #Trump &amp; #Biden #Election  the only #Democrat to carry NC in the past 40 years was #Obama in 2008  No #Republican has won the presidency without #NC since Dwight #Eisenhower in 1956. (64 years)  NC, 1st state to mail out #absentee ballots in 2020",Neutral
355,@JoeBiden When you lose rat everyone out #JoeBiden,Negative
356,"@anthony_deforge @donlemon @nbc @MSNBC @NicolleDWallace from the clips, only saw heated exchange between @SavannahGuthrie &amp; #Fake45 Did he ever interact w actual voters? Meanwhile, I watched @ABC #Biden Town Hall. Not only 90 mins of real answers, he stayed after show ended to continue! Soc Security on the line, folks! THINK!  1/2",Positive
357,Thank you for #voting. It will get better with #Biden. https://t.co/1vH1ReGsvX,Positive
358,Ya'll..... @Rudi....held a presser 😐😏🤔🧐😎🥸😌🙃😃😁😅😂😂😂  #bidenharis2020 #JoeBiden #JOEBIDEN2020  #PresidentElect #TeamPete #TeamJoe  https://t.co/j9HFFXqXOf,Positive
359,"When #Biden wins, he should get a one month penalty for slow-rolling.",Neutral
360,Shim sham of an election and should be recalled and redone. Why the hell do we have all them mail in ballots? I support absentee ballots but having all the time in the world to mail them in is BOGUS. I want a recall and reelection.   #ElectionNight #realDonaldTrump #JoeBiden,Negative
361,Expecting for riots now! #trump #biden #jerryspinger #rednecks,Neutral
362,My president @JoeBiden ... god bless we did it 🎊🎉♥️ #joebiden #election2020 #mypresident,Positive
363,"#Biden has won MI &amp; WI. He needs only 17 to reach 270 &amp; win.  Still outstanding &amp; close: PA (20), AZ (11), NV (6), GA (16), NC (15).  He's currently up in AZ &amp; NV, very close in PA, AZ, GA &amp; NC w/uncounted absentee votes expected to be mostly for him.  Keep on breathing, folks. https://t.co/kTJ3hfbGFt",Positive
364,@realDonaldTrump #Biden is sick of smart guys,Negative
365,Mr. @JoeBiden please do not remain silent about this terror.  Urgent sanctions should be imposed on Armenia and its leaders should be brought to justice.  This is a war crime #Terror #JoeBiden #StopArmenianTerrorism #PrayForGanjaCity #DontBelieveArmenia https://t.co/ZjjtStEf9o,Negative
366,treat people with kindness #Elections2020      #EstadosUnidosDecide #Elecciones2020 texas #Biden biden #EleccionesEEUU #2020Election tarzan #AMAs #MSNBC2020      #ElectionNight florida #ChampionsLeague banfield usa #Election2020      #Vote2020 https://t.co/Hbj2qNlNe6,Positive
367,#President #Trump and Joe #Biden Hold #Dueling Town #Halls on NBC and ABC https://t.co/Pkak3HLyYm https://t.co/Gxmvwtzrcg,Neutral
368,#Biden is worse than #Trump,Negative
369,"@atrupar Same shit, different super-spreader event. #Biden #BidenHarris2020ToSaveAmerica #BidenHarris2020Landslide #BidenHarrisToEndThisNightmare",Negative
370,Make aure next Tuesday to go out and vote! Your vote matters! #Election2020 #Biden #Trump #YourVoteMatters https://t.co/MostIZyExA,Neutral
371,"#Twitter blocked a report by #NYPost showing how #JoeBiden lied, but are promoting a false report by Washington Post trying to save the war monger creep.  Regardless which story is ""accurate"" this is election manipulation by @jack @vijaya and blatant bias. https://t.co/UVy7o2VeDJ",Negative
372,This is it! Pennsylvania did it! #Biden https://t.co/MoWfWoX8UV,Positive
373,#JoeBiden Because of you I am no longer a democrat. I'm sorry but  your just dumb #trump is dumb too but your worse,Negative
374,How can ANY sane US citizens vote for #Biden in the face of the #BidenLaptop scandal and their satanic Moloch worship??,Negative
375,"Young voters (under 30), look at this map! We came out in record numbers and made our voice heard! We saw the best chance for our future and WE👏FUCKING👏TOOK👏IT  #youngvoters #bidenharis2020 #Millennials #genz #genzforbiden #Biden #Election2020results #PresidentElect https://t.co/mSyNRk8LQ0",Positive
376,"#Biden rebounds to edge over Trump in Texas, as #Hegar slightly narrows Cornyn’s lead in Senate race|| #yoohoo #Texas #LetsDoThis  https://t.co/Mexgupetw6",Positive
377,"@MZHemingway Time for @Twitter , @facebook and @Google to stop tampering with #Elections  and block news they don’t like. Section 230 should’ve abolished and company management should be indicted for Election tampering. Why don’t you let #Americans read the NY POST #Biden story?",Negative
378,"@drdavidsamadi Are you sure? Because if your supporting Trump, he says they should stop counting these legitimate ballots. How can you support a president, who wants to stop the democratic process of an election? #TrumpMeltdown #Trump #Biden #COVID19 #MailInBallots #AbsenteeBallots #Narcissist",Negative
379,One year ago today.  #maga by voting for #Biden https://t.co/Cssdew6Ou4,Positive
380,Joe had receipts. #JoeWillLeadUs #debate #debates #DebateTonight #TrumpIsPathetic #Biden #JoeWonTheDebate https://t.co/Oj6WEyEWIT,Positive
381,Who really cares? #Biden 💙✌️💙 https://t.co/VX2uvoK7h9,Neutral
382,@CNNPolitics @PointlessBrexit Well the sh*t will certainly be hitting the fan in the White House now! #USElection2020 God bless America and thank you #JoeBiden and #KamalaHarris 🤗🤗,Positive
383,THE MECK REPORT 'This guy is either really stupid or lies': @realDonaldTrump tears into #JoeBiden in his first campaign rally after their civil debate | @MailOnline #HunterBiden @GovMikeHuckabee @SenTedCruz @IngrahamAngle @BonginoReport @TuckerCarlson https://t.co/7zByxzyud7,Negative
384,"this damn #ElectionDay scares me. having trump in office again, is a nightmare. i pray #JoeBiden wins office. oh god, please!",Negative
385,Some on this list is absolutely disturbing.  NOW IS THE TIME TO SPEAK UP AND CORRECT IT!  #Biden  @JoeBiden @KamalaHarris  DO NOT REPEAT THE MISTAKES OF THE PAST &amp; REWARD THOSE THAT DO NOT PUT PEOPLE FIRST!  BE BOLD! BE DARING! AT LEAST TRY TO BE THE HEROES WE NEED &amp; DESERVE! https://t.co/NkRqpaPOU2,Negative
386,#JoeBiden was Vice president when obama k!lled osama. 😂Pakistan wale itna khus kyu hai,Negative
387,@RoArquette @galwaygirl129 No? But #Democrats like #Biden and #Harris their silence is deafening when domestic #terrorists are burning down our cities,Negative
388,"Oh my, didn't they wear their mask, social distance, or even wash their hands? Does #JoeBiden have #coronavirus? #TRUMP2020ToSaveAmerica https://t.co/iAEJBmklxx",Negative
389,@realDonaldTrump #Biden/Harris2020,Positive
390,"@RKJ65 @AliAdair22 ££ Yes!!! 😀😀😀  Also, sorry to sound a negative note, but imagine how painful it would be to see #BidenHarris hobbled by a recalcitrant #Senate led by #MoscowMitchMcTraitor for the next four years... 😠  #OssoffWarnock #GeorgiaYouthVote #GEORGIA #Biden #SenateBlueWave",Neutral
391,The oldest democracy in the world has just corrected its mistake. When will the largest democracy do?  #USElection2020 #JoeBiden #KamalaHarrisVP,Positive
392,"Look around, look around how lucky we are to be alive right now. A historic day in the USA. 🇺🇸 #Biden #BidenHarris2020",Positive
393,"#USElections #Statistics and #numbers dont lie. #Trump was ahead in certain States when the voting ended, yet they wouldnt award the State to Trump. 2 days after the election, mail in votes started arriving in the numbers needed to give #Biden the win.",Negative
394,Biden vs Trump: who is leading the 2020 US election polls? #TrumpIsNotAmerica #JoeBiden #Debate2020 #debates #USA #EleccionesBolivia2020 #NorthCarolina #VoteHimOut https://t.co/Bx2fawfL32,Neutral
395,"There's your damn plan #JoeBiden...it bought ""#CovidFatalities Coming Soon!""  https://t.co/jRpeVhg2QD",Negative
396,The @FBI has an active criminal investigation into the #Biden family https://t.co/ohFNpDEANr via @YouTube,Negative
397,"#545MigrantChildren #545ChildrenSeperated Hey Trump, seeing you lost their parents. Why don’t you give these children American citizenship ASAP! They deserve a chance. @realDonaldTrump @FLOTUS @WhiteHouse @JoeBiden @KamalaHarris Yep, I’m voting for these children. 💔 #Biden",Positive
398,#BidenHarris2020 #VoteBlueDownTheBallot #Biden2020 #VoteBlueToSaveAmerica2020 #Biden #Election2020 #Elections2020 #VoteForScience #DeptOfPeace 💙🙏✌️🌏🇺🇸❤️ https://t.co/LTb5Fj40CT,Positive
399,Why Is The FBI's Top Child Porn Lawyer Involved In Hunter Biden Laptop Case? | Zero Hedge https://t.co/cBrTnh2LOF / Does anyone have the cojones to find out? @NYPost #FoxNews #JoeBiden,Negative
400,"@AndyOstroy Music to my ears, although. Anything can happen at this point  @realDonaldTrump is really gonna show his ass once #Biden is declared winnwr",Negative
401,We will finally have a real president! #BidenHarris2020 #BidenHarris #SoulOfTheNation #KamalaHarris #PresidentElectJoe #JoeBiden #PresidentBidenVPHarris2020 #KamalaHarrisVP #Biden #Harris,Positive
402,@realDonaldTrump First time in a long time since I’ve seen you use a full clear sentence . You ok? 🤷🏽‍♂️💀need another 4 years ? Lol . The ballots are valid ❤️ no matter the time they were processed . Your telling Americans that their lying yet you want them to love you? Toxic much ? #Biden,Negative
403,"Zee News before US Election Results: Who will win the US election, nationalism (Trump) or the Muslim card (Biden)?  Zee News after US Election Results: This friendship (between Modi and Biden) is old.  #BidenHarris2020 #Biden #ModiBiden #BidenHarris #TrumpOut #zeenews https://t.co/FpQMpxJG4C",Negative
404,#Trump is sounding great #JoeBiden full of shit #undertaker to appear behind both and chokeslam them and make it a triple threat for president ! #PresidentialDebate2020 #USElection2020 #JoeBiden fingers stray cats at bus stops 💯,Negative
405,Gotta love the Catalan tradition of ‘caganers’ in Nativity scenes. #Trump #Biden ⁦@Reuters⁩  https://t.co/k0vhsBo9G8,Neutral
406,Yesss!! Well done  #CNN for having the balls!! #biden #bidenharis2020 #Election2020results https://t.co/DiB9w10RKX,Positive
407,"@hodgetwins @realDonaldTrump #voted #countryoverparty, yep voted #Biden.",Positive
408,Can anyone in Michigan explain why there is such a discrepancy? #Michigan #Trump #Biden #ElectionResults2020 https://t.co/gRQO8a1Lh1,Negative
409,"@Tonispywriter Wow.  Just yesterday my heretofore ""more reliable than not"" sources were telling me things aren't looking great for #Biden in swing states, in part because of gun issues.  Moderate as he is, voters in swing states really fear for loss of their gun rights.",Negative
410,"If #Biden ends up winning all 4 key states (arizona, nevada, georgia and pennsylvania) he‘ll have 307 electoral votes. That’s a pretty decisive no to Trumpism in america imo 😌👏👏. #eleccion2020 #BidenHarris",Positive
411,@johnpavlovitz Yeah he is everything @realDonaldTrump is not. #JoeBiden is the most crooked and corrupt person to ever come out of Washington. His son and brother are his henchman that do is dirty work so he can make millions. He’s been a politician his whole life. And is somehow worth millions,Negative
412,"#JoeBiden, "" To beat the virus, we've got to beat #DonaldTrump. He is the virus"" Trump's contagion of stupidity &amp; incompetence is killing us. VOTE HIM OUT https://t.co/TzL3ZicMjU",Positive
413,#immigration #childrenseparated #biden ”we owe them” https://t.co/QVGq3MpI64,Positive
414,"People in #Thulasendrapuram In #TamilNadu the native village of US Vice President-elect #KamalaHarris celebrate her #USElection win by putting up posters, distributing sweets and burning firecrackers. #JoeBiden @KamalaHarris https://t.co/pUSYAyPt45",Positive
415,"#Trump and the #MAGA followers don’t believe in democracy, so they sure as hell don’t believe in decency. #Biden restores decency to the highest office.",Positive
416,@megynkelly #biden never got asked about #Hunter @JoeBiden #shocked,Negative
417,Don't let him have the nuclear bomb button. #JoeBiden #Elections2020,Negative
418,@CassyWearsHeels @tomdolanjr #JoeBiden fought to get almost $2 Billion US tax dollars so #Amtrak could buy high speed rail trains from #France. One son gets a trains station named after him - #Hunter gets a seat on the #Amtrak Board https://t.co/dv0Cf1kP9z,Negative
419,#VOTE for someone who actually has empathy and care for other people’s well being and the success of all #Americans. #JoeBiden #KamalaHarris https://t.co/d9VWqaJYqQ,Positive
420,Slightly refreshing to hear a speech coming out as presidential for the first time in four years! #Biden https://t.co/G2Ur69ydQU,Positive
421,@tariqnasheed #JoeBiden proves once again that he (and Kamala) don't give a DAMN about cops murdering Black people. https://t.co/d4bN6XqTGl,Negative
422,Someone is going to call Biden as dayaben. #USAElections2020 #JoeBiden,Neutral
423,@ScottNeumanNPR Diary of a Radio Junkie: 1811 Days of Waking Up to the News #Electoralvotes #Election2020 #Election2020results  #BidenHarris2020 #Biden #TrumpLawsuits #patience #ElectoralCollege #Pennsylvania #Georgia #Nevada #NorthCarolina #Covid_19 #coronavirus #Painting #Art https://t.co/xIDbFE27dt,Neutral
424,"📣 New Podcast! ""Episode 38-Election Discussion with Reps of the President Trump/Joe Bide campaign &amp; fellow voters on the Issues"" on @Spreaker #anthony #biden #donald #election #joe #need #ohio #president #presidential #spanning #spano #the #trump https://t.co/lJz4wA8eiS",Neutral
425,@realDonaldTrump #Election2020 #PA: In the last 2h #Biden closed the gap by 125k with 235k additional votes evaluated. At this rate 320k additional votes need to be evaluated for #Biden to break even with @realDonaldTrump.,Neutral
426,Check out what I'm selling on Mercari! #cnn #donaldtrump2020 #JoeBiden  https://t.co/UShPwzwnfS,Neutral
427,To be continued November 2020...#JoeBiden #BidenHarris2020 #Trump2020 #MAGA2020 https://t.co/yq3MKXuM2W,Neutral
428,Tyler says it like it is!!  Out of the mouths of babe!!  #democracy #BidenHarris2020 #Biden #harris #democracy #hope https://t.co/2DQbbfdCpe,Positive
429,BREAKING EXCLUSIVE: Text Messages Show VP #Biden and His Wife Colluded to Suppress #HUNTER'S ACTIONS WITH A CERTAIN MINOR https://t.co/jhX3Q8ivpR via @gatewaypundit,Negative
430,"Live Betting on the #USAElections2020 is a coin flip already. After #biden opened -160 is now -120 with #trump making big early gains. In the 2016 election, #livebetting was a more trustworthy resource than any #news #foxnews #cnn",Neutral
431,I must agree with #Biden2020 #JoeBidenKamalaHarris2020 #JOEBIDEN2020 #JoeBiden here... https://t.co/EjMduWNeeX,Positive
432,@itscaadn Maybe you should learn how to cook then because you're resembling a Big Mac #BIDEN,Negative
433,WATCH: Joe Biden gives remarks on the Affordable Care Act live from #Michigan #ACA #obamacare #JoeBiden #BidenHarris2020 #BidenHarris #BidenHarrisLandslide2020 #BidenHarrisToSaveAmerica #BidenCares https://t.co/pStLYJw9i2,Positive
434,@realDonaldTrump Emails reveal how Hunter Biden tried to cash in big on behalf of family with Chinese firm Bye Bye #Biden 👺🧛‍♂️🤡  Enjoy pension 2020 #SmokingGunEmail https://t.co/JIGmRbsASS,Negative
435,"🔥🔥🔥I hope the American people watched this. There's so much that could be easily disproven, so why hasn't it? Please watch any clips or the full.  #BidenCrimeFamiily #Biden #TuckerCarlsonTonight https://t.co/SAwoSuPvdB",Negative
436,"@mattbpurdy @nytimes Much, much worse... #JoeBiden and son Hunter ink $1 billion personal private equity deal with China while he’s in office  https://t.co/ZKmMydJuIH",Negative
437,"I honestly have no idea how anyone could support #Biden with his record. He is the swamp!  He is a war monger, owned by wall st, his crime bill imprisoned tens of thousands of minorities, built cages for illegal immigrants...  Be careful what you wish for.  #Election2020",Negative
