Tweet Number,Tweet,Sentiment
283,#EnoughIsEnough #Enough #MeToo #womenleaders #FridayVibes #Election2020 #FridayFeeling #COVID #Trump #BidenHarris2020 #VoteEarly https://t.co/cHNwnCOGWa,Negative
284,"@NancySinatra @JoeBiden @realDonaldTrump Yes, #Biden, all the way. But #Trump’s base are full of wannabe ship captains, willing to go down with the ship.",Positive
285,‘Die in a fire’: #TWITTER employees reveal deep hatred for #TRUMP | Curated on - https://t.co/Bvy5meQG6W #FREESPEECH https://t.co/7VMaKCbR0D,Negative
286,#ElectionDay #Election2020 #ElectionNight #Trump https://t.co/YlURhgmody,Neutral
287,It’s disgusting that #MSNBC had Mika and #MorningJoe call this historic election  The two people who helped get #Trump elected  It should have been @NicolleDWallace @JoyAnnReid @maddow,Negative
288,@nprpolitics Stop normalizing #trump,Negative
289,#trumpdeliverednothing #Vote BIDEN HARRIS-#Letswinthis #trumpcutssocialsecurity 🤬😳🤬#JusticeMatters #trump #ShowUpAndVote #TrumpHatesOurTroops #VoteAgainstTrump #TrumpLiedPeopleDied #VoteHimOut #TrumpProjection #GOPSuperSpreaders #TooBigToRig #TooRealToSteal https://t.co/UG5mhKtuH8,Negative
290,"campaign has aggressively #courted the #megadonor #class. It has raised almost $200 million from donors who gave at least $100,000 to his joint operations w/ the Democratic Party in the last six months — about twice as much as #DonaldTrump raised from six-figure donors in that...",Neutral
291,👈🏽 Obama - Lead from Behind.  👇🏼 Biden - Lead from the Basement.  💪🏼 Trump - Lead through Strength.  Who do you follow?  #Trump #TrumpLandslideVictory2020 https://t.co/T1jOQyBDlo,Positive
292,"@REALmillerfinch @COTUSofpa In 2014 Steve Bannon studied how ISIS used #facebook to recruit world-wide.  He followed their business plan, joined up with Parscale &amp; gave us #Brexit &amp; #Trump.  You don't have to look far for proof. Parscale openly gloats about ""owning the Republicans"".   #TrumpCrimeSyndicate https://t.co/z9XzDMwtHX",Negative
293,Something tells me that @LindseyGrahamSC’s idea of a #TraditionalFamilyStructure includes a lot of #NonDisclosureAgreements &amp; a lot of out-of-the-way motels.The hypocrisy of the @GOP in cowering to #DonaldTrump’s blackmail is truly disgusting. #LadyG #SpinelessGOP #WithBidenWeCan https://t.co/Z8JNBepHtt,Negative
294,"@DavidCornDC Not many. But major issue will be tabulation of the ballots. If Russian State hackers do infiltrate our State election systems, as seems likely, there will be chaos in our Presidential election, just like @POTUS predicted? Maybe #PUTIN gave #Trump a heads-up? https://t.co/UAE6i2vjn8",Negative
295,Dear America although it's your election. But the golden rule of thumb in India is to follow exactly opposite of this channel and this lady preaching. It becomes beneficial in long run. Vote wisely. #AmericaDecides2020 #Trump https://t.co/3HAl2tiSv7,Neutral
296,#NBCBlackout - I won't be watching #Trump spew lies on #NBC - I actually think it's #Shameful that NBC is even allowing him to spread more #Lies and #Misinformation for the sake of #Ratings - #BoycottNBC #TrumpCrimeFamily #TrumpVirusDeathToll215K https://t.co/JsGpSCxgK5,Negative
297,"@marcorubio If Trump is reelected this is what is going to happen to AMERICA, that's the only thing he knows about Business and Presidency. #TrumpFailedAmerica #Trump #KAG #MAGA #VoteHimOut2020 #VoteBidenHarrisToSaveAmerica https://t.co/rpOCe8Io09",Negative
298,"@realDonaldTrump You chose the wrong one, Mr. #DonaldTrump is not eligible for another term, so I hope he leaves the White House",Negative
299,Do you know why you need/or not to vote #trump? The Immigration People know exact what they need to know about Singapore PR and Citizenship Requirements https://t.co/UFB0qzHuL5,Neutral
300,@DonaldJTrumpJr FACT CHECK TRUMP/MAGA #DebateTonight #Debates2020 #CountryOverParty #TrumpIsCompromised #TrumpMeltdown #Trump #FactCheck #FactsMatter #TrumpIsPathetic #Vote  #Russians #Biden2020 #BlueWave #DNIRatcliffe #EricTrumpsUkraineScandal https://t.co/PYMVMhc8vS,Neutral
301,GIANT RED BLOOD WAVE COMING! /TN #Trump #USA https://t.co/8oIicWxAs4,Positive
302,"The mostly maskless public is ready to hear Trump’s speech in Tampa. “Oh I believe in Covid”, a 67 year old man, called Barry, told me. “I just think is not as bad as the media portrays it”.  #florida #magarally #Tampa #Trump https://t.co/9UVv1cUn4D",Neutral
303,"#Judges BOUGHT by the @GOP to do #Trump wants, #DESPICABLE https://t.co/03KGZB0MCo",Negative
304,"@realDonaldTrump #Trump our former @Potus, still a #COVIDIOT #MAGA #moron, is always pulling shit. Too bad this time #Loser. https://t.co/fs8Vtl43P8",Negative
305,"Dear #GOP and #MAGA, Please, do not be afraid.  #Trump is trying to scare you, but not because he cares about you.  The only thing to fear is his incompetence.  It's he that is afraid, but not of what he's telling you to fear, he's afraid of losing his freedom and his fortune. https://t.co/zzhMwMxXJE",Negative
306,#Trump #YourFired pack your sh*t and get the F*ck out of our house!!!! https://t.co/PUJMhHj5Xr,Negative
307,#Trump hangs #Revenge on #DrFauci  Refuses to - implement viable #Plan - provide enough #Testing (positivity #Rates &amp; #Infected #Pool going up) - provide #Relief #Funds when #Americans in dire shape - allow @CDCgov to communicate freely w #Public #Montana #Washington #Latinos,Negative
308,#Trump Lies Part 2: I'm the least racist person in this room Wind power kills all the birds #Biden will ban #fracking and destroy the oil industry No one has been tougher than me on #Russia #Biden makes money from #Ukraine &amp; #China @dwatchnews_nam @JeffSantosShow #Debates2020 https://t.co/63DxnQCkhr,Negative
309,Jobs were lost to #China during the #ObamaBiden administration. It's my understanding a lot of billionaires are giving campaign money to #Biden because they want to keep making $$$ with China &amp; #Trump is too focused on getting jobs back to the US. It started with #Clinton &amp; #NFTA https://t.co/zasqZmSz2m,Neutral
310,Trump Campaign Headquarters https://t.co/B6gBB8FlSO #trump #democracy #voting #politics #election-2020,Neutral
311,"Okay if #biden won legit &amp; #trump disputes..its easy to find out the truth. Every Trump voter do your own count. Set up a website. If numbers fit,game over! Biden won fairly. If not we’ll.. #politicians are a problem #Elections2020 #voterfruad @realDonaldTrump @JoeBiden https://t.co/3Q7mrptryR",Neutral
312,"#TrumpvsBiden #Trump Gona Mad Now After watching the News that #JoeBiden Win &amp; New Powerful President for world. Trump out , Joebiden in United States of America #USElectionResults2020 https://t.co/jxBRClsvMy",Neutral
313,"Another wee reminder that Joe ""you ain't black"" #Biden is a racist piece of shit.  Just like all the other cretins who supported/spouted the idea that blacks must vote a particular way - i.e., that if you vote for #Trump, you ""ain't black"".",Negative
314,@SomeBitchIKnow @realDonaldTrump #Trump is not corrupt &amp; #America-loving president,Neutral
315,Meanwhile in Central London..... #trump https://t.co/oMuUcfZTBb,Neutral
316,"President #Trump is publicly expressing his unhappiness with the state of the race. In his first appearance since #ElectionDay, he accused Democrats of trying to steal the election from him, without providing any evidence of widespread fraud.",Negative
317,@NPRResist @brexit_sham Johnson tied to Trump since those meetings in the US in January 2017 - including #Bannon and #Miller. Aim achieved when No Deal Johnson became PM. In COVID too - #Johnson #Trump follow same: make money + kill more #BrexiTrump #CambridgeAnalytica #Breitbart https://t.co/xj6jG6QBfr,Negative
318,"Via @MotherJones: With DACA, the Government Gave Me Hope. Then It Betrayed Me. https://t.co/eVyXwSvB0J | #politics #trump #election2020",Neutral
319,If trump knows he has won why is he scared of all votes being counted  #AmericaDecides2020 #2020Election #ElectionNight #Decision2020 #DonaldTrump #JoeBiden,Neutral
320,"@realDonaldTrump Even @TeamTrump propagandists at @NYPOST have given up on the #LiarInChief, as #Trump moves into full #Socialist dictator power grab mode! SAD!  Lil' #GymJordan is a DISGRACE to @ohiogop, the @GOP &amp; the #USA. @Jim_Jordan is one of Putin's greatest assets.  https://t.co/k4R10i3CR9",Negative
321,How embarrassing for the decent people of America. #TrumpMeltdown #Trump,Negative
322,CHICAGO SUN TIMES https://t.co/TZGwSeRB25 #r2p #ChicagoSunTimes #Chicago #Illinois #UE #USA #Obama #Biden #Trump #Harris #Pence #Cubs #WhiteSox #Bears #Bulls #Coronavirus #Covid19 #BLM #GeorgesFloyd #Epstein #Beirut #USPS #JacobBlake #AmyConeyBarrett #RBG #BreonnaTaylor https://t.co/KyvtcyvFi9,Neutral
323,Fascinating to see all these #Trump supporters who claimed for a wall along the Mexican boarder who now all want to move to Mexico... #TrumpOut #TrumpTantrum,Negative
324,"Does #Trump know bc of him #202248Americans are dead? More are dying every minute, that's #GENOCIDE.  #RepAOC #HouseDemWomen #digby56 #Lookner #RepRaskin #Reptedlieu #gtconway #RepMGS #RepDMP #RepEscobar #RepLBR #repbenraylujan #RepDebHaaland #CongressmanRaja #RepUnderwood https://t.co/cf5VIEGdUm",Negative
325,"I can envision Joe Biden's mom now opening the door to the basement and yelling down, 'Joseph Robinette Biden Jr. get off my couch and out of my basement NOW! Go find a friend to sniff hair with! Come On, Man.'  #trump #maga #freespeech #usa #freedom #vote #bidencrime",Neutral
326,"#maga = #thenewredcoats. #trump = George III  You aren't Patriots. You're everything Washington, Jefferson, and Jackson fought against. And you talk of others being #sheeple... #theaudacity",Negative
327,#Republicans closely resemble #autocratic parties in #Hungary and #Turkey – study #dictator #tyran #trump  https://t.co/rhZBN7uCxw,Negative
328,@baardmannetje @realDonaldTrump America is great again... See Ya Trumpy Baby... #USA #Trump #Biden,Neutral
329,It’s #America or #trump and I chose  America https://t.co/ReqNZt3pLD,Neutral
330,And notice #Trump hasn't spoken about him in awhile https://t.co/AMReXSyDkq,Neutral
331,"Can you advise a place to watch the election on 11.3? If we can not trust any media, is there a trusted alternative source to tune into? Maybe a trump campaign site? #4MoreYears #Trump #WWG1GWA",Neutral
332,"Ensue the meltdown in 3, 2, 1....#trump #biden #PresidentialDebates #PresidentialDebate2020 #Debates2020 #debates https://t.co/W0wVZXxvY1",Neutral
333,"@dnc @JoeBiden @KamalaHarris @realDonaldTrump we will NEVER forget what the Democrats did to Judge Brett Kavanaugh, NEVER. Democrats do not play by any rules. They cheat, lie and go as low as it takes to win. @AdamSchiff #AmyComeyBarrett #brettkavanaugh #Trump2020Landslide #Trump",Negative
334,"As a Brit (with a son who is a US citizen) I was excited for Trump to lead America in 2016. The promise to make “America great again”. I don't really care what he says now. The votes have been cast, he's losing, and nothing he says can stop that. Man up and accept it. #Trump",Neutral
335,#Trump #America #2020Election #MAGA2020 #KAG #Biden2020 #democats #GOP https://t.co/BptTPqs8Gv,Neutral
336,@JexFarisse @realDonaldTrump Hey Einstein—u don’t think the dems have turned over every stone to prove this “Trump family corruption”? U know why it hasn’t happened? WHY when the entire #MSM FAKE NEWS MEDIA IS OUT TO GET THEM?  CUZ #TRUMP &amp; FAM ARE😇CLEAN  THERE IS ZERO PROOF TO THE CONTRARY  NOTHING. ZIP. https://t.co/dlCYZCrnbB,Neutral
337,@CNNnewsroom @FoxNews #cnn #foxnews #trump #TrumpIsLosing #bidenharis2020 #Election2020 @DonaldJTrumpJr @EricTrump #ARIZONA #ElectionInterference #Republican #MSNBC2020 https://t.co/bP2wYthDT2,Neutral
338,The integrity of the upcoming election is being attacked by Twitter.  The United States is under attack.  #fakenews #twitter #nypost #RudyGiuliani #borat #maddow #trump #biden,Negative
339,its finished.. #Trump https://t.co/3t2cKG4D4P,Negative
340,If Joe Biden wins I'm leaving America..  #America #Trump #DonaldTrump #Biden #JoeBiden #usaelection https://t.co/BBirlFTudJ,Neutral
341,"#Trump failed to built the Mexican boarders wall, so he decided to built it tonight around the White House! #ElectionDay #VoteHimOut #VoteBidenHarrisToSaveAmerica",Negative
342,""" #trump I own  more than owe the 400 Million .. Funny that he only paid $ 750 in TAXES. THIS STINKS",Neutral
343,THRS MANY BLACK WOMEN JOINING US ON THE TRUMP TRAIN! ONCE PEOPLE SEE HOW #Trump IS HELPING ALL OF US NO MATTER RACE GENDER AGE OR CREED ITS EASY TO JOIN THE #TrumpMovement! THERES NO HATE OR VIOLENCE BUT YOU WILL FIND THE MOST FRIENDLY LOVING PEOPLE ON THE PLANET! PROVE ME WRONG! https://t.co/bh7z0jHb1X,Positive
344,The fact is #Trump even cheats at #Golf !! #TrumpIsLosing https://t.co/yQnugk2y6H,Negative
345,https://t.co/3s8jI3ZHX3  #USElection #USElection2020 #TrumpVsBidenFight #Trump #Biden #TrumpVsBidenFight2020,Neutral
346,Professor of Political Science @realandyhira analyses #DonaldTrump’s #ForeignPolicy to examine the extent to which he succeeded in re-imagining #America’s role in the world. | @PMPmagToday  #China #Globalization #Isolationism #JoeBiden #MiddleEast #NATO https://t.co/HUDyIzyLkd,Neutral
347,"It's not ""going away"". #Trump lies. He has no plan. Americans continue to die from a PREVENTABLE virus. This is the largest single failure of a President in our history.  #VoteHimOut2020 #AmericaOrTrump #BidenCares #PresidentialDebate https://t.co/YvmnMEy2BS",Negative
348,MUST WATCH: Joe Biden confuses President Trump with George Bush https://t.co/pc2rs3ZMlX via @YouTube #Trump #Trump2020 #TrumpWins2020 #Trumpwin,Negative
349,@hughhewitt @realDonaldTrump @JoeBiden @POTUS @SenateGOP What fucking debate did you watch. Has Trump mentioned one thing he will do in his second term? Does he have a plan for Covid? Where is his healthcare plan? #TrumpIsPathetic #Trump,Negative
350,Does Trump have the Democrats in Checkmate? How he is trolling the election in this Deceptions of the Ages News video. #Trump  #Electionsresults2020 #ElectionDay #RecountAll50States #VoterSuppression #VoterSuppression #BallotHarvesting #media #Trump2020 https://t.co/ZHzEEnjHsK,Negative
351,"For decades, #DonaldTrump has been themost hated man in #NewYorkCity. Last week, he referred to it as a ""#ghosttown."" He blamed the mayor &amp;governor for the economic hardships that NYC has had to endure because of his failure to lead with presidential responsibility.  #VoteHimOut https://t.co/ftAwBmQM2F",Negative
352,"@billstuker @moretrash4me Yes, #Trump up in #black, #hispanic vote &amp; HUGE support, followers. I FEEL like I am in a #TwilightZone version of #GroundHogsDay.",Neutral
353,@DPJHodges I knew I should have put a bet on Biden winning 44 states to 6 states for Trump. #AmericaDecides2020 #Trump #Trump2020 #JOEBIDEN2020,Neutral
354,Is a Canadian Senator but manages not to know she can’t donate to #Trump and her donation is an illegal campaign contribution? Ohhh wait it’s a CPC Senator? Story checks out! Another great pick from former PM @stephenharper! https://t.co/kOb1KJru0f,Negative
355,"Fat chance. Surprise us, #Trump. https://t.co/OtAo1XiJDW",Neutral
356,I'll never visit or spend money in #Florida again if they go #trump #Vote2020,Negative
357,"@DonaldJTrumpJr If the #Bidens were as corrupt as the #Trumps, perhaps they would have.  Oh, wait, it’s not corruption for #Trump, its ‘normal business deals.’  Ok, Junior.",Neutral
358,@Acyn  Great twitter made me delete a tweet I wasn't happy but I did. I was accused of being mean to Impeached #tRump. To see Mcaninny  get tossed permanently is fantastic. Now they need to do the same to the entire whitehouse . One at a time.,Negative
359,"Just two weeks to go. #DonaldTrump is going down. He's not just gonna lose, it's going to be anhialation. The Republicans will also lose control of the Senate. But please don't be complacent. VOTE! VOTE! VOTE! #VoteDemocrat2020 #VoteBidenHarris2020",Positive
360,"@realDonaldTrump's a good President, the American public needs to win Donald trump's next bright America, who will retain America's identity in the world. #TrumpAagain #AmericasGreatestMistake #BiharElection2020 #Elecciones2020 #AmericaFirst #USAElections2020 #Trump #India https://t.co/PGHFoCWVoZ",Neutral
361,"‘You can certainly see how he could win’: Why #Trump isn’t done yet #USA Retain the Sun Belt and hold Pennsylvania: That, in a nutshell, is Trump's narrow path to four more years. https://t.co/LTnovz7vkm",Neutral
362,How proper grown up politicians do it. #trump #ElectionResults2020 https://t.co/jZJOh7awxg,Neutral
363,How Nevada be counting votes😭💀 #JoeBiden #ElectionResults2020 #DonaldTrump https://t.co/NwHJv7MPUy,Neutral
364,#trump talking about corruption is the most ridiculous thing I've seen today  #BidenHarris2020,Negative
365,"Iran And Russia are interfering in the election to undermine Trump, it’s not the other way around. They are rooting for Joe Biden. Joe will sell out once again! #President Trump #DonaldTrump #vote #VoteTrump #VoteTrump2020 #VoteTrump2020ToSaveAmerica https://t.co/hsASVUNFh4",Negative
366,"@LindseyGrahamSC #Lindsey blindly supports #Trump downplaying #COVID19, disrespecting #Military &amp; #Veterans,  battling  #ACA &amp; protections for pre-existing conditions, and more.  #SC deserves a leader who cares about them more than they do themself &amp; #Trump #LindseyMustGo  VOTE @harrisonjaime",Negative
367,"Tweeted roughly in the 7:30 pm hour, Pacific  Adding Tags: #GA #PA #AZ #NV #Elections2020 #ElectionResults2020 #TrumpvsBiden #EveryVoteCounts #CountEveryVote #Trump #Biden #TrumpvsBiden #TrumpIsLosing https://t.co/rr9QkYIaMQ",Neutral
368,A mug for those salty tears. https://t.co/mK5Ed8S1eo  #USElection2020 #trump #BidenHarris2020,Neutral
369,Donald Trump: you're fired!  #memes #memesdaily #memes2020  #DonaldTrump #fired  #JoeBiden #JOEBIDEN2020 #Election2020 #bidenharis2020 https://t.co/ut0k1g9Fy3,Neutral
370,https://t.co/G5hB0xfDtx  I'M TRYING TO MAKE A DEAL W/ the DEVIL  MY SOUL FOR A 2ND TERM.  DEVIL SPOKE TO GOD WHO SAID MY SOUL AIN'T WORTH SHIT.  A 2ND TERM ISN'T LOOKIN GOOD  #Trump2020 #Trump2020LandslideVictory #trump #TrumpMeltdown #foxnews #GOPBetrayedAmerica,Negative
371,@realDonaldTrump 💚💛💚💛💚💛💚💛💚 #MNlovesTrump @realDonaldTrump  I can tell - #MN has momentum FOR #Trump  way more than 2016!! #4MoreYears #weareNOTugly #wearenotchumps #AmericaFirst #PromisesMadePromisesKept #kag @IngrahamAngle @AGEllison  #makeMNred,Positive
372,#Trump hasn't tweeted in the last 4 hours! Terrible.,Neutral
373,#Elections2020 #Election2020 #TrumpTerroism #ElectionDay #elections #trump https://t.co/jt0vhNixmT,Neutral
374,"Never forget the comments about cancerous windmills, which came up again in the second debate last night 🍃 #Windmillfumes #Trump https://t.co/fk1MWt7Pv5",Neutral
375,Attn: #MAGA and #MAGA2020 and ... not to mention #Trump2020 and #DonaldTrump 🤮 and #DonTheCon https://t.co/wAvf6mJ3cv,Neutral
376,I can’t believe I wake up and it’s not a #biden landslide after everything #trump has been responsible for even in the last 12 months the handling of covid or the protests should’ve been enough to boot him out with bigger numbers to joe. What’s going on America? #electionnight,Negative
377,"@uhrelaxbruh From idiot to moron, to clown, to stooge.  Yes, #Trump can go lower than pond scum.",Negative
378,"@LarrySchweikart Im proud to be a hispanic American, i studied and worked hard to come here legally how it should be, im now a lawyer and im here to do my bit for our country, i respect your values that are actually the same as ours and now im proudly voting for #Trump Please help me grow!",Positive
379,#maga #trump #buildbackbetter #biden #foxnews #outnumberedot #cnn #msnbc #oann #CountEveryLegalVote in Michigan https://t.co/90xMZNeGSO,Neutral
380,#Trump gloating to his master #Netanyahu. Happy to have caused the suffering and deaths of Iranian people under his barbaric inhumane terrorist sanctions... 👇👇👇  https://t.co/nhrGDjJH0q,Negative
381,@TroostShari @realDonaldTrump This man’s priorities are shot. While he is losing the race to the White House he’s out playing golf. Thank about that people!!! #trump,Negative
382,You’re very smart- very intuitive and never need any help. The business world needs you...#MAGA and resign so you can cheat at golf ⛳️ every day! #trump #COVIDIOT https://t.co/afQxG2E2xV,Negative
383,"#Trump, thank you for nothing. Please accept our parting gift https://t.co/LyzuXPaH5x",Negative
384,In honor of the final day in this election season I am dedicating this song to @realDonaldTrump &amp; @LindseyGrahamSC b. 🎼You About To Lose Yo' Job!🎼 Please feel free to retweet this &amp; dedicate this to any repub this applies to #2020Election #AmericaDecides2020 #vote #3Nov #trump https://t.co/GqBUyxsv6P,Negative
385,leaked zoom meetings show soros financed groups planning a coup #Trump2020LandslideVictory #Election2020 #Trump  https://t.co/cIBATaqVC2,Negative
386,"#Connecticut #Trump #Car #Rally/#Caravan  Sunday 10/25/2020 - 12:30 pm to 5:00 pm  Join us! Commuter Lot on Black Rock Turnpike next to the Merritt Parkway.  Exit 44 Park &amp; Ride lot. Address is 3698 Ct-58, Fairfield Ct 06825.  #RSVP to Dana Benson at topdown999@gmail.com",Positive
387,"Did anyone notice #FoxNews anchors putting on their best face while sounding like they have their tails between their legs? It does seem that their enthusiasm for #Trump subsided, which is a good thing to bring the nation’s temperature down!",Neutral
388,@enigmaticbeach @wsteaks Wrong 30% are registered #Democrats going to see #DonaldTrump #4MoreYears,Neutral
389,#Trump leads #Georgia by 665 votes - CNN,Neutral
390,"#RogerMarshallMD,  Had enough of a doctor/senator who doesn't agree with science and thinks reason is what #DonaldTrump tells  him?  #VoteHimOut  #VOTE for Barbara!!! Time for a doctor/senator who gets it!  #KANSAS CAN DONATE TO #BarbaraBollier at https://t.co/yLHmJeE67f",Positive
391,"Freudian slip...?  Joe #Biden says he's built most extensive ""voter fraud"" org in history  #VoterSuppression #VoteResponsibly #Trump #ballotcount  https://t.co/PbLWR8b1Zl",Neutral
392,And its gone......🌹 USA-Election Results 2020🌹  #elections #ElectionResults2020 #Election2020 #eleccion2020 #Biden #BidenHarrisToEndThisNightmare #BidenHarris #Trump #USAelection2020 #USA https://t.co/C9fwgyg5pm,Neutral
393,#Biden  is a weak personality but it was #coronavirus  that beat #Trump.  In other words #China beat #Trump #trade_war #China_wins,Negative
394,Ut-oh! @JoeBiden just let the cat out of the bag and busted #Trump for manipulating the stock market prior to reacting to the #COVID19 #PresidentialDebate2020,Neutral
395,Coup d’twat #trump,Negative
396,"I don't think #DonaldTrump is ""down a little bit""! I think he's down a lottle bit! #loser #USElection2020  #TrumpIsLosing https://t.co/jJkxSLUB6o",Negative
397,#Election2020 #DonaldTrump #MrPresident #MAGA #KAG2020 https://t.co/IVxO1WysIe,Neutral
398,"#Losers #BetsyDeVos #Trump ""Goodbye, Betsy DeVos"" - ""The Trump administration’s most elitist do-nothing."" By @DanKois via @Slate  https://t.co/vAaRHxS6gw",Negative
399,"Thus far, this is the sharpest I’ve seen Biden since he took Paul Ryan to the woodshed in 2004.  #Debates2020 @JoeBiden @realDonaldTrump #trump #biden",Neutral
400,#Trump could still win the US Presidential elections and there is strong data to back this claim  Pollsters have been busy tweaking their turnout models and warning that a potential ‘hidden’ Trump vote could skew all projections.  https://t.co/2RufUpQU1m,Neutral
401,@GOP @realDonaldTrump #Trump is the most corrupt president in history and he is dragging the #GOP down with him. #VoteBidenHarris2020,Negative
402,@realDonaldTrump Anti-Trump? PLEASE VOTE! #MakeAmericaUnitedAgain #vetsforscience #FTrumpS #OperationMAGA #antitrump #dumptrump #biden2020 #trump #voteblue #negligenthomicide #blm #murdererinchief #bidenharris #shitler #FuckTrumpsShit https://t.co/TbHAyMTKT2,Negative
403,#trump made himself look absolutely ridiculous...the big orange babys behaviour disgusting...a #patheticpresident #gettrumpout #BidenHarris2020 #TrumpMeltdown #TrumpChinaBankAccount #TrumpLies https://t.co/mjLzgSgNlK,Negative
404,"@FinancialTimes Nothing says ""American don't panic"" better than those empty shelves and images of shoppers hoarding toilet paper ...  #Debates2020 #biden #trump https://t.co/pytVcuRjPt",Negative
405,#NorthCarolina #ncpol #Trump #BestBehindTheScenesWithDanTheMan https://t.co/tDa7PJFHRS,Negative
406,@realDonaldTrump So basically hannity and bartiromo who kiss your butt and have noses that are almost brown are the only people who can interview you?? #trumpisababy #trump,Negative
407,"I will create facebook business page, Shopify Shop and SEO optimize https://t.co/686vy01bUZ  #RemembranceSunday #lestweforget2020 #WeWillRememberThem #Ridge U-turn #RemembranceDay2020 Marcus We Remember Cenotaph Armed Forces Glover World Wars Remembrance Service #trump",Neutral
408,This is #Trump's Pandemic. #COVID19,Negative
409,Absolutely awful and inhumane. ICE is monstrous. #WhiteHouse #Election2020 #Trump #USA https://t.co/KWcRylIso8,Negative
410,@realDonaldTrump Are you going to try to pardon yourself when you lose? Do you think #SCOTUS will side w/you on this? Still think the military loves you? #VoteHimOut #VoteHimOutandLockHimUp #VoteBiden #Vote2020 #VoteThemAllOut #TrumpCrimeFamilyForPrison #Trump #TrumpMeltdown #TrumpIsLosing https://t.co/ZDkCg0Z1U9,Negative
411,"@snatchuck @donwinslow @Meidas_Viviana That's funny, because there's no bigger #Pedo than #Trump. He has multiple #Rape allegations...  Excerpt from actual lawsuit:  ""12-year-old female named Maria perform oral sex on Mr. Trump and witnessed his physical abuse of both minors""  Lawsuit Link: https://t.co/gyr58kiNSd https://t.co/s4weOK8rwM",Negative
412,"President Trump’s campaign made another visit to Arizona Wednesday where he made an appeal to Latino voters. #Trump presented a plan to create 2 million jobs over four years and 500,000 “Hispanic-owned” small businesses",Neutral
413,"#Trump be saying “Stop the Count” like 🇧🇷Brazil didn’t have to play for a full 90 minutes dealing with a 7-1, Brazil wasn’t saying “stop the count” just deal with it😭😂.",Neutral
414,🔝#UnitedStates #UnitedKingdom #America #Florida #NewYork #city #Chicago #Miami #LosAngeles #LA #NYC #NewZealand #Brazil #France #PSG #Paris #Canada #Belgique #usa #Mexico #Turkey #Apple #VOTE #India #trump #Biden #LaVuelta20 #ChampionsLeague #EndSARS #money #COVID19 #Bolivia #uk https://t.co/oOgEhefjl1,Neutral
415,"Ehhh, you say what now? #Pressconference #trump #liar #desperation #unhinged",Negative
416,"@news2jan @godsman1994 @stevedickman @MatthewJshow @realDonaldTrump US Cases 9,226,558 Deaths  234,405 #WoodwardTapes #Kushner #Trump replaces #COVID19 Task Force experts  with Radiologist &amp; #FoxNews #ScottAltas Canada  Cases 230,547 Deaths 10,100 Taiwan   Cases   554   Deaths 7 Mitigation Measure, masks, Testing, Contact tracing, isolation",Negative
417,"#TRUMP ADMITS HE'S #UNFIT FOR OFFICE Calling in to Stuart @Varneyco on @FoxBizAlert, #DonadTrump confided that he is not suited for #ReElection2020 saying ""I have to tell the truth ... We can't have a president who obviously isn't very sharp."" Many #voters would agree. #VoteEarly https://t.co/dj4bRePfGx",Negative
418,@realDonaldTrump @nypost Jan report warned the hack of Burisma by Russia’s military intelligence service GRU) could be an “early warning of #Russia’s plans to interfere in  2020 elections using same techniques it used 2016. Giuliani met Active Russian Agent ties to GRU. . sequel of #TRUMP lies BULL****,Negative
419,@jesseRscott #Florida to #Biden until #trump gets the courts to throw out votes. The overall win to #BidenHarris 🙏🙏🤞🤞,Neutral
420,"“Socialism is a philosophy of failure, the creed of ignorance, and the gospel of envy, its inherent virtue is the equal sharing of misery.” ― Winston S. Churchill Vote #TRUMP",Positive
421,@PeteHegseth @WillCain Its a damned shamed when a grown assed man can't be in charge of his own damned house when #Trump is in office - they won't even give his ass color crayons to draw his sad-assed (un)woke sign - sad! @GeraldoRivera 😇😆,Negative
422,@MarkHennessy @CNNPolitics @FoxNews Yea @CNNPolitics is definitely rowing their own boat but Jaysus @FoxNews are a bunch of absolute lu lahs. I mean I’ve watched a bit of Fox over the last  few days and for the most part it is total bolloxology. #FoxNews #CNN #FoxAndFriends #Trump #BidenHarris2020 #TonyBobulinski,Neutral
423,VOTE 2020 by gauntt #vote2020 #notmypresident #hate #propaganda #trump #bidenharris2020 #notmydictator #badman #politicalsatire #bygauntt #cartoons #illustrations https://t.co/WqxXHqjCQG,Neutral
424,#trump has declared he has won and the millions of votes still not counted should not be. If he’s successful that is a coup. Yet @DominicRaab refuses to condemn that action.,Negative
425,".@ChristianWhiton's on the mark - staffing was a nightmare for #Trump.  If he loses, will #Trumpworld learn the lesson - &amp; foster a large cadre of knowledgeable, competent nationalist-populist policy types who can fill a critical mass of #jobs next time? https://t.co/whyCGBsOik",Neutral
426,How much of your donations and kickbacks is @BarackObama getting for his sudden interest in supporting @JoeBiden? It sure did take a long time to show his support. He supported blackface @JustinTrudeau and he got a mansion out of that #justsayin’ #BidenCrimeFamiily #biden #trump,Negative
427,@TeamTrump @realDonaldTrump 4-years  of #Trump virus is enough - It is too close  #Democrats and all citizens of #America don't become complacent and let @realDonaldTrump #Republicans  show up at the polls on Tuesday and outvote you - save the country and VOTE  RT AND PASS THE WORD - EVERY VOTE MATTERS,Neutral
428,US election: Biden leads in electoral college votes  #USElection2020 #Supreme Court #trump #TrumpDeclaringVictoryIsLike #joe biden,Neutral
